"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"282196192","280720262","894911","","","2007-09-20 18:46:09 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@JimRoepcke Once I used vi on my workstation at home from my PDA, via ssh, while on the ferry.  The terse commands rule for small keyboa ..."
