"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"566320412","","","","","2008-01-05 21:14:34 +0000","web","Sending out positive thoughts to our boys in the World Juniors!  You've got this one!"
