"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"29608381","","","","","2007-04-16 06:52:21 +0000","web","About to go to sleep. Exciting first post no?!"
